,subject-id,text,SCORES,Trust,Trust_12,gender,Filename,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,num_count,Duration,Min_Pitch,Max_Pitch,Mean_Pitch,SD_Pitch,Median_Pitch,MAS_F0,VCD2TOT_Frames,Min_Intensity,Max_Intensity,Mean_Intensity,SD_Intensity,Median_Intensity,Jitter,Shimmer,HNR,Speaking_Rate,lexicon_count,freq_long_word,freq_complex_word,reading_ease,Polysyllable_count,sent_count,fernandez_huertta,syble,gunning,inse,difficult,dale,automated,coleman,smog,kincaid,flesch,Tu,TV,Discrep,Humanos,Arriba,Placer,cuerpo,Sentir,Emoneg,Tristeza
10,0,"qué significa 
 lacanofobia ",3,FALSE,TRUE,M,0-1-12-0.wav,4.272471655,75.93414604,597.7468595,134.6194786,67.76132234,119.3802512,580.1686781,0.264150943,41.96025039,88.90167256,79.70292317,15.0260912,62.1421019,0.026162524,0.066200128,8.220440512,0.702169667,3,-0.0986263,-0.8869917,0.5230581,-1.0098241,-0.668406,-0.6511689,-0.4676415,-0.7840948,0.7245196,1.4862553,1.4892142,0.8848203,0.9538334,-0.2006934,-1.4747775,-1.4674037,-0.9066253,3,0.666666667,14.31,-50.02,2,1,23.8,9,27.87,2.5,2,14.31,17.8,20.83,0,21,-50.02,0,0,0,0,0,0,0,0,0,0
11,0,"cuántos días 
 tiene 
 un año ",3,FALSE,TRUE,M,0-1-1-0.wav,3.715192744,101.209116,155.9465498,128.5090587,15.95834024,129.8131904,115.0571289,0.366847826,43.94701117,89.25916186,80.30787154,14.71432516,66.73268673,0.013757533,0.05977659,13.18787147,1.345825195,5,-0.4277552,-0.3561067,-2.7354376,-1.0878683,-1.5394388,-0.5345968,-1.3976159,0.0040062,1.1366573,1.5294139,1.5581356,0.8098997,1.5080371,-1.390028,-1.6406449,0.2586701,-0.103287647,5,0.2,7.04,49.48,0,1,93.8,9,2,1.5,1,7.04,2.7,4.96,0,7.6,49.48,0,0,0,0,0,0,0,0,0,0
12,0,cuántos huesos hay en el cuerpo humano ,3,FALSE,TRUE,M,0-1-15-0.wav,4.551111111,82.34591026,577.8296862,132.8681858,95.84380258,108.5402722,822.007892,0.347345133,39.69793597,88.92077062,79.99273284,14.48068351,68.04978261,0.02479875,0.075711136,8.852525917,1.538085938,7,0.0659381,-0.7523166,0.3761591,-1.0321921,-0.1962177,-0.7722891,0.0159076,-0.1456584,0.2552203,1.4885609,1.5222321,0.7537533,1.6670451,-0.3314459,-1.2291861,-1.2477678,0.136670353,7,0.142857143,13.01,55.91,0,1,97.7,12,2.8,2.5,4,13.01,3.6,6.56,0,7.2,55.91,0,0,0,0.142857143,0,0,0.285714286,0,0,0
13,0,gregoriano ,3,FALSE,TRUE,M,0-1-1-1.wav,2.136235828,79.17818003,590.3622457,145.5859674,117.4862871,102.3726185,1322.957679,0.3,42.90704372,88.50637345,80.75630364,14.04779247,63.02009864,0.030460848,0.086192946,9.564597423,0.468113111,1,-1.3602871,-0.8188528,0.4685929,-0.8697567,0.1676863,-0.8412033,1.0175393,-0.5089873,0.9209243,1.438532,1.6092252,0.6497252,1.0598306,0.2114105,-0.9585268,-1.0003385,-1.198748083,1,1,19.48,-217.19,1,1,-94.3,5,40.4,0.5,1,19.48,26.2,12.6,0,43.8,-217.19,0,0,0,0,0,0,0,0,0,0
14,0,cuáles son los tres países más grandes del mundo de mayor a menor ,3,FALSE,TRUE,M,0-1-17-0.wav,5.108390023,90.69994919,535.9810123,121.6909034,61.5552737,111.5237164,481.6726227,0.479289941,44.37438871,89.61009106,80.80080358,13.8086502,74.62694038,0.022950765,0.095112756,10.76258968,2.544833097,13,0.395067,-0.5768452,0.0675044,-1.1749519,-0.7727566,-0.7389537,-0.664581,0.8668926,1.2253134,1.5717805,1.6142951,0.5922569,2.4610801,-0.5086224,-0.7282011,-0.5840624,1.393177699,13,0.076923077,6.71,83.66,0,1,115.6,17,5.2,5.5,2,6.71,4.3,5.5,0,4.8,83.66,0,0,0,0,0,0,0,0,0,0
15,0,"cuantos segundos 
 hay 
 en un minuto ",3,FALSE,TRUE,M,0-1-3-0.wav,4.272471655,95.00463353,590.6728666,133.1154141,88.21571215,115.3257489,637.0251184,0.351415094,40.9691422,87.9096858,80.23812367,15.79613771,61.69843231,0.015786543,0.058415287,11.70456457,1.404339334,6,-0.0986263,-0.486428,0.4708839,-1.0290345,-0.324479,-0.6964718,-0.353959,-0.1144254,0.518922,1.3664957,1.5501893,1.0698703,0.9002709,-1.1954957,-1.6757962,-0.2567467,-0.030256952,6,0.333333333,11.83,6.17,2,1,62.7,14,15.73,4,3,11.83,5.1,8.17,0,13.9,6.17,0,0,0,0,0,0,0,0,0,0
16,0,en qué año se terminó de pintar la mona lisa ,3,FALSE,TRUE,M,0-1-7-0.wav,4.64399093,98.44377063,269.3136439,122.7682112,22.27674319,116.9866854,288.609259,0.470715835,41.53249981,89.51082382,81.10605539,14.97956666,71.71279726,0.021427538,0.061995192,12.40544687,2.153320313,10,0.1207929,-0.414191,-1.8992992,-1.1611922,-1.4331991,-0.6779134,-1.0506045,0.8010944,0.6357861,1.5597963,1.6490722,0.87364,2.1092668,-0.6546624,-1.5833566,-0.0132054,0.904535954,10,0.1,7.29,86.71,0,1,118.7,13,4,4,2,7.29,0.1,1.54,0,3.7,86.71,0,0,0,0,0,0,0,0,0,0
17,0,"qué significa la palabra 
 inefable ",3,FALSE,TRUE,M,0-1-13-0.wav,4.365351474,95.45993412,527.2454509,133.9218705,77.28191439,116.1758924,606.0435618,0.364896074,40.76754277,88.6101318,80.25446626,16.59763948,64.61836684,0.026920375,0.061480788,10.07234081,1.145383145,5,-0.0437715,-0.4768647,0.0030754,-1.0187342,-0.5083236,-0.6869728,-0.4159056,-0.0109717,0.4771018,1.4510585,1.5520512,1.2624793,1.2527834,-0.1280341,-1.5966395,-0.8239088,-0.353456626,5,0.6,13.36,-1.29,2,1,57.7,12,18,3.5,3,13.36,9.3,13.08,0,14.7,-1.29,0,0,0,0,0,0,0,0,0,0
18,0,mayor a menor ,3,FALSE,TRUE,M,0-1-11-2.wav,3.065034014,75.24727928,481.606174,125.8983095,66.21040804,105.7583384,625.6911883,0.250825083,42.77839653,88.25200647,78.27048453,13.71368177,59.8980043,0.033338401,0.065339943,8.580610953,0.97878196,3,-0.8117389,-0.9014189,-0.3335369,-1.1212136,-0.6944836,-0.803373,-0.3766208,-0.8863581,0.8942375,1.4078231,1.3260173,0.569435,0.6829121,0.4872973,-1.4969891,-1.3422523,-0.561389284,3,0,0.15,59.97,0,1,101.8,5,1.2,0.5,0,0.15,-2.7,-4.29,0,5.6,59.97,0,0,0,0,0,0,0,0,0,0
19,0,cuáles son los tres países más grandes del mundo ,3,FALSE,TRUE,M,0-1-11-0.wav,5.29414966,93.76983964,593.0333003,153.4881513,122.6662405,114.7965184,557.172331,0.315589354,41.91591242,89.76393378,79.46388935,13.27573251,65.97382754,0.026642516,0.083853191,10.28364593,1.69998972,9,0.5047767,-0.5123641,0.4882933,-0.7688275,0.2547838,-0.7023852,-0.5136219,-0.3893539,0.715322,1.5903535,1.4619812,0.4641913,1.416423,-0.1546739,-1.0189435,-0.7504849,0.338740248,9,0.111111111,7.59,87.72,0,1,119.7,12,3.6,3.5,2,7.59,4,6.7,0,3.3,87.72,0,0,0,0,0,0,0,0,0,0
20,0,"a qué distancia en kilómetros 
 está barcelona de madrid ",3,FALSE,TRUE,M,0-1-5-0.wav,5.387029478,94.20241112,572.0124013,136.3040977,82.96037456,115.5384016,841.6503822,0.454205607,43.11250143,89.244719,81.19743878,13.68810876,70.80671299,0.024272145,0.067937481,11.87560501,1.670679553,9,0.5596315,-0.5032782,0.3332537,-0.9883076,-0.412844,-0.6940957,0.0551821,0.6743941,0.9635449,1.5276702,1.6594835,0.5632895,1.9998787,-0.3819344,-1.429916,-0.1973139,0.302158629,9,0.333333333,9.35,53.88,1,1,95.7,15,8.04,4.5,3,9.35,7.7,11.22,0,8,53.88,0,0,0,0,0,0,0,0,0,0
21,0,según su tamaño ,3,FALSE,TRUE,M,0-1-11-1.wav,2.229115646,91.52561413,583.3368316,133.0886823,103.8940241,101.7947458,421.3529686,0.351598174,47.17844332,87.50869974,80.6313496,13.32274572,72.02810877,0.027892324,0.077410385,10.69910864,1.345825195,3,-1.3054323,-0.5595026,0.416777,-1.0293759,-0.0608586,-0.8476601,-0.785188,-0.1130204,1.8069924,1.3180859,1.5949893,0.4754891,2.1473331,-0.0348479,-1.1853084,-0.6061206,-0.103287647,3,0,0.15,93.81,0,1,125.8,4,1.2,0.5,0,0.15,0.5,-0.46,0,0.9,93.81,0.333333333,0,0,0,0,0,0,0,0,0
22,0,cuál es la temperatura de ebullición del mercurio en grados celsius ,5,TRUE,TRUE,M,0-2-8-0.wav,6.780226757,86.54284151,580.1984725,147.694534,113.7023782,114.4803767,483.3702275,0.428148148,41.97278595,89.17538096,80.36605064,13.21762356,70.2951523,0.028697441,0.086081067,10.65859483,1.622364619,11,1.3824537,-0.6641627,0.3936301,-0.8428254,0.1040624,-0.7059176,-0.6611867,0.4744279,0.72712,1.5192993,1.5647639,0.4502272,1.93812,0.042343,-0.9614157,-0.6201983,0.241857421,11,0.363636364,11.36,34.93,3,1,81.6,21,15.31,7.5,5,11.36,8.5,11.58,0,11.1,34.93,0,0,0,0,0,0,0,0,0,0
23,0,"qué significa 
 sempiterno ",5,TRUE,TRUE,M,0-2-12-0.wav,3.9938322,96.4244139,616.3677224,164.9368043,128.4585033,123.1434572,879.6673345,0.310606061,38.57215606,89.514816,79.98231033,15.70244665,69.06745187,0.028308984,0.069539623,9.845892409,0.751158249,3,-0.2631908,-0.4566064,0.6603962,-0.6226018,0.3521768,-0.6091209,0.1311956,-0.4275959,0.0216862,1.5602782,1.5210446,1.0473554,1.7899044,0.0050996,-1.3885458,-0.9025946,-0.845483322,3,0.666666667,14.31,-50.02,2,1,23.8,9,27.87,2.5,2,14.31,16.2,18.92,0,21,-50.02,0,0,0,0,0,0,0,0,0,0
24,0,"definí
 la palabra 
 vela ",5,TRUE,TRUE,M,0-2-10-0.wav,4.272471655,96.24273594,583.7018173,161.5195416,120.1748123,118.5245546,794.7248534,0.403301887,38.37187437,89.79724778,81.8620014,17.15206548,67.13046351,0.026272913,0.070211545,10.71016731,0.936226223,4,-0.0986263,-0.4604224,0.419469,-0.6662481,0.212892,-0.66073,-0.0386439,0.2837565,-0.0198606,1.5943754,1.7351967,1.3957135,1.5560592,-0.1901097,-1.3711955,-0.602278,-0.614502517,4,0.25,7.78,50.5,0,1,94.8,7,1.6,1,1,7.78,5.3,7.25,0,7.2,50.5,0,0,0,0,0,0,0,0,0,0
25,0,al objeto para iluminar ,5,TRUE,TRUE,M,0-2-10-1.wav,3.900952381,100.4574843,566.7107109,164.6052068,127.6869,116.2807587,559.1571543,0.328165375,40.11628218,89.69602192,81.52634938,16.9192448,62.17373694,0.027969344,0.075196311,10.20305597,1.025390625,4,-0.3180456,-0.3718942,0.2941512,-0.626837,0.3392028,-0.685801,-0.5096533,-0.2928449,0.3420029,1.5821547,1.6969561,1.3397643,0.9576526,-0.0274637,-1.2424798,-0.7784881,-0.503217648,4,0.25,11.73,8.2,2,1,64.8,9,21.6,3,2,11.73,4.1,5.8,0,13.1,8.2,0,0,0,0,0,0,0,0,0,0
26,0,en qué año se instaló el primer semáforo ,5,TRUE,TRUE,M,0-2-14-0.wav,4.086712018,102.0723214,160.4800617,128.1920947,15.63984652,124.0637583,205.5170488,0.404938272,41.99356797,89.88190153,82.41269477,15.47920329,71.0222797,0.021441956,0.067000854,10.84786033,1.95756392,8,-0.208336,-0.3379756,-2.7020007,-1.0919166,-1.5447941,-0.5988379,-1.2167445,0.2963142,0.731431,1.6045954,1.7979369,0.9937077,2.0259033,-0.6532801,-1.4541014,-0.5544327,0.660215081,8,0.25,7.98,80.28,0,1,114.7,11,3.2,3,2,7.98,2,4.31,0,4.1,80.28,0,0,0,0,0,0,0,0,0,0
27,0,"cuál es la altura del edificio más alto del mundo que se encuentra 
 en dubai ",5,TRUE,TRUE,M,0-2-16-0.wav,5.387029478,78.46600069,573.8960226,121.4419269,38.6235618,116.0218205,419.9113849,0.557009346,40.57254593,90.04034964,83.35929777,16.38393331,79.03634931,0.01912728,0.063592414,12.17584065,2.784465921,15,0.5596315,-0.8338117,0.3471464,-1.1781319,-1.1583381,-0.6886943,-0.7880704,1.4633151,0.4366512,1.6237243,1.9057828,1.2111235,2.9934112,-0.8752008,-1.5421134,-0.0929885,1.692260147,15,0.133333333,9.64,47.79,2,1,89.6,25,11.33,8.5,5,9.64,5.5,6.08,0,10.3,47.79,0,0,0,0,0.133333333,0,0,0,0,0
28,0,"cuál es la altura del edificio más alto del mundo 
 que se encuentra 
 en dubai ",5,TRUE,TRUE,M,0-2-16-1.wav,5.572789116,97.2696266,594.0196082,139.1404005,90.07338253,115.9854741,922.6433837,0.476534296,40.02035157,90.02711865,81.540384,15.70495724,73.42975117,0.028453344,0.093294763,10.80683006,2.691650391,15,0.6693411,-0.4388532,0.4955678,-0.9520815,-0.2932435,-0.6891004,0.2171248,0.8457456,0.3221029,1.622127,1.698555,1.0479587,2.3165481,0.0189401,-0.775145,-0.5686898,1.576418354,15,0.133333333,9.64,47.79,2,1,89.6,26,11.33,8.5,5,9.64,5.9,6.49,0,10.3,47.79,0,0,0,0,0.133333333,0,0,0,0,0
29,0,"cuáles son los tres países 
 donde se desarrollaron los juegos olímpicos 
 en la era moderna 
 desde el más antiguo 
 al más nuevo ",5,TRUE,TRUE,M,0-2-11-0.wav,9.566621315,90.83002923,553.0335296,148.8234326,104.060307,114.3633132,657.7220818,0.5613851,39.05646251,90.20815624,82.65815955,14.77445252,77.13610567,0.032421957,0.089061416,10.25871815,2.29966247,22,3.0280982,-0.5741129,0.1932752,-0.8284068,-0.0580627,-0.7072256,-0.3125762,1.4968949,0.1221517,1.6439831,1.8259025,0.824349,2.764002,0.3994328,-0.8844577,-0.7591467,1.087183596,22,0.181818182,10.47,40.69,2,1,82.4,38,12.44,13,8,10.47,12,10.39,0,13.1,40.69,0,0,0,0,0,0.045454545,0,0,0,0
30,0,sí ,5,TRUE,TRUE,M,0-2-11-1.wav,2.600634921,108.3647253,574.5240064,301.3964497,184.724369,330.7999825,992.7181279,0.070038911,43.71265114,88.49779038,73.4041527,9.951591387,53.95734996,0.075306479,0.072375818,1.84144561,0.384521484,1,-1.086013,-0.2058076,0.3517781,1.1203034,1.29825,1.7111237,0.3572368,-2.2737201,1.0880412,1.4374958,0.7715991,-0.3346335,-0.0342803,4.5110074,-1.31531,-3.683965,-1.303077648,1,0,0.05,36.62,0,1,85.8,2,0.4,-0.5,0,0.05,-11.6,-33.81,0,8.4,36.62,0,0,0,0,0,0,0,0,0,0
31,0,"cuáles son los tres ríos más largos del mundo 
 de mayor a menor ",5,TRUE,TRUE,M,0-2-9-0.wav,6.780226757,85.50350519,609.5708901,174.2829576,135.9342679,124.6155763,914.0185125,0.491851852,37.25247058,90.23050617,82.64507395,16.93104958,75.73387325,0.033297991,0.073793099,10.55456731,1.917340004,13,1.3824537,-0.6859933,0.6102662,-0.5032298,0.4778768,-0.5926722,0.1998796,0.9632933,-0.2520721,1.6466813,1.8244117,1.3426011,2.5947159,0.483423,-1.2787133,-0.6563456,0.610012161,13,0,6.71,75.2,0,1,109.6,18,5.2,5.5,2,6.71,3.5,4.57,0,6,75.2,0,0,0,0,0,0,0,0,0,0
32,0,"cuántos 
 años 
 tiene un siglo ",5,TRUE,TRUE,M,0-2-13-0.wav,3.808072562,104.109363,589.9019021,154.6556621,111.2049888,124.6510155,780.311777,0.328912467,41.17410546,89.01858135,80.06007419,14.91403375,66.18251273,0.027457483,0.064109408,11.51760694,1.313000191,5,-0.3729004,-0.2951888,0.4651977,-0.7539157,0.0620704,-0.5922762,-0.0674623,-0.2871116,0.56144,1.5003693,1.5299042,0.8578917,1.4416167,-0.0765386,-1.5287637,-0.3217104,-0.144256086,5,0.2,7.04,49.48,0,1,93.8,9,2,1.5,1,7.04,4.6,7.28,0,7.6,49.48,0,0,0,0,0,0,0,0,0,0
33,0,"cuáles son los tres movimientos más pequeños 
 de menor a mayor ",5,TRUE,TRUE,M,0-2-17-0.wav,6.037188209,79.82209954,599.3782154,141.9140527,94.53160499,119.7304822,606.5549645,0.421666667,40.08970133,89.59708396,81.84328949,15.5493064,73.07061039,0.032247628,0.074265734,9.854284212,1.822040264,11,0.9436152,-0.8053277,0.5350901,-0.9166555,-0.2182815,-0.6472556,-0.4148831,0.4246887,0.336489,1.5702102,1.7330649,1.0105542,2.2731904,0.382719,-1.266509,-0.8996787,0.491069861,11,0.181818182,7.05,68.77,0,1,105.6,16,4.4,4.5,2,7.05,6.3,8.97,0,6.4,68.77,0,0,0,0,0,0,0,0,0,0
34,0,podés repetir ,5,TRUE,TRUE,M,0-2-17-1.wav,2.879274376,91.05814724,363.5962326,128.1461237,39.0781823,124.5980965,299.5044618,0.309859155,40.50423551,89.73697539,80.5823784,16.12175024,62.29633201,0.031314532,0.057684618,10.9684101,0.694619456,2,-0.9214486,-0.5693215,-1.2039185,-1.0925038,-1.150694,-0.5928675,-1.0288199,-0.4333277,0.4224808,1.5870989,1.58941,1.1481183,0.972453,0.2932579,-1.6946634,-0.5125443,-0.916048616,2,0.5,11.63,35.61,0,1,84.8,4,0.8,0,1,11.63,7.8,4.2,0,8.8,35.61,0,0,0,0,0,0,0,0,0,0
35,0,enumera las estaciones del año ,5,TRUE,TRUE,M,0-2-15-0.wav,3.9938322,100.8790095,576.7284446,175.2281262,139.0375429,116.3074016,1084.388985,0.424242424,39.17781473,88.64686589,80.66888211,17.55110958,65.01571748,0.030917528,0.073578515,11.36262536,1.251930414,5,-0.2631908,-0.3630404,0.3680369,-0.4911578,0.5300564,-0.6855033,0.5405295,0.4444552,0.1473253,1.4554933,1.5992653,1.4916078,1.300754,0.2551949,-1.2842542,-0.3755631,-0.220476438,5,0.4,10.2,66.4,0,1,105.8,8,2,1.5,2,10.2,5.6,8.44,0,5.2,66.4,0,0,0,0,0,0,0,0,0,0
36,0,celsius,5,TRUE,TRUE,M,0-2-3-1.wav,3.065034014,94.452691,569.3141286,187.6154359,174.0848268,105.808396,716.4668701,0.089108911,46.62680485,86.94438749,74.45829287,9.699808233,58.97023405,0.049651911,0.099663548,4.516731337,0.326260653,1,-0.8117389,-0.4980212,0.3133526,-0.3329432,1.1193532,-0.8028137,-0.195118,-2.127376,1.6925593,1.2499582,0.8916966,-0.3951396,0.570906,2.0513632,-0.6106915,-2.7543617,-1.375792194,1,1,19.48,36.62,0,1,85.8,2,0.4,-0.5,1,19.48,12,-4.81,0,8.4,36.62,0,0,0,0,0,0,0,0,0,0
37,0,a qué temperatura hierve el agua ,5,TRUE,TRUE,M,0-2-3-0.wav,4.365351474,85.73377778,572.2415082,138.3266428,91.75332513,115.8324739,757.7894678,0.3926097,42.66420809,89.15824549,80.95569739,14.65640475,64.56001949,0.033309306,0.070880709,9.327316134,1.374459774,6,-0.0437715,-0.6811565,0.3349435,-0.962475,-0.2649964,-0.6908099,-0.1124949,0.2017041,0.87055,1.5172306,1.631942,0.7959809,1.2457394,0.4845078,-1.3539165,-1.0827886,-0.067549222,6,0.166666667,9.2,48.47,1,1,92.7,11,9.07,3,2,9.2,2.8,5.27,0,8,48.47,0,0,0,0,0,0,0,0,0,0
38,0,definir la palabra banco ,5,TRUE,TRUE,M,0-2-1-0.wav,3.250793651,85.97679473,593.9795249,144.6717268,98.52382989,112.147347,1282.94494,0.48136646,41.85339547,89.14011565,81.25513265,17.216561,71.83580337,0.038022099,0.086986879,8.723915169,1.23046875,4,-0.7020293,-0.6760521,0.4952721,-0.8814336,-0.1511549,-0.7319856,0.9375352,0.8828279,0.7023533,1.5150418,1.6660565,1.4112124,2.1241168,0.9363492,-0.938026,-1.2924572,-0.247262447,4,0.5,11.73,50.5,0,1,94.8,7,1.6,1,2,11.73,5.3,7.25,0,7.2,50.5,0,0,0,0,0,0,0,0,0,0
